,adult,budget,genres,id,imdb_id,original_title,overview,poster_path,revenue,title,vote_average,vote_count,imdbURL,tmdbURL,ImageURL
335,FALSE,0,Drama,19855,tt0111667,The War,The son of a Vietnam War Veteran must deal with neighborhood bullies as well as his dad's post-traumatic stress disorder while growing up in the deep south in the 1970's.,/neSgQuAS2zWZeqfHHNv41IEuR6v.jpg,0,The War,6.3,39,https://www.imdb.com/title/tt0111667/,https://www.themoviedb.org/movie/19855,https://image.tmdb.org/t/p/original/neSgQuAS2zWZeqfHHNv41IEuR6v.jpg
336,FALSE,0,"Comedy, Romance",60855,tt0109655,Double Happiness,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.",/i67S4uIrx8nV1ZYk4zugsw3xbZX.jpg,759393,Double Happiness,5.5,2,https://www.imdb.com/title/tt0109655/,https://www.themoviedb.org/movie/60855,https://image.tmdb.org/t/p/original/i67S4uIrx8nV1ZYk4zugsw3xbZX.jpg
337,FALSE,3000000,"Drama, Comedy, Romance",236,tt0110598,Muriel's Wedding,"Muriel’s Wedding is P.J. Hogan’s film debut. A humorous emancipation story of an unemployed woman who evolves from a dreamer into a self sustaining successful woman. An amusing comedy that’s funny, silly, angry and serious.",/qoZShHm8QTrHAR80LypwI0SYp8I.jpg,15119639,Muriel's Wedding,6.9,104,https://www.imdb.com/title/tt0110598/,https://www.themoviedb.org/movie/236,https://image.tmdb.org/t/p/original/qoZShHm8QTrHAR80LypwI0SYp8I.jpg
338,FALSE,0,"Comedy, Drama, Family",48287,tt0112435,The Baby-Sitters Club,"It's the story about seven very different best friends, and one summer that will bring them together like never before.",/1Hbz9SWu98m4LsMPxfRNFIGKxuT.jpg,0,The Baby-Sitters Club,5.3,23,https://www.imdb.com/title/tt0112435/,https://www.themoviedb.org/movie/48287,https://image.tmdb.org/t/p/original/1Hbz9SWu98m4LsMPxfRNFIGKxuT.jpg
339,FALSE,15000000,"Comedy, Mystery",3049,tt0109040,Ace Ventura: Pet Detective,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",/nZirljb8XYbKTWsRQTplDGhx39Q.jpg,107217396,Ace Ventura: Pet Detective,6.4,1684,https://www.imdb.com/title/tt0109040/,https://www.themoviedb.org/movie/3049,https://image.tmdb.org/t/p/original/nZirljb8XYbKTWsRQTplDGhx39Q.jpg
340,FALSE,0,"Drama, Comedy",2759,tt0109045,"The Adventures of Priscilla, Queen of the Desert","Two drag-queens and a transsexual contract to perform a drag show at a resort in Alice Springs, a resort town in the remote Australian desert. They head west from Sydney aboard their lavender bus, Priscilla. En route, it is discovered that the woman they've contracted with is the wife of one of the drag queens. Their bus breaks down, and is repaired by Bob, who travels on with them.",/pmHRJPlAEiYATBIgKAa0IyY6Or7.jpg,11220670,"The Adventures of Priscilla, Queen of the Desert",7.2,174,https://www.imdb.com/title/tt0109045/,https://www.themoviedb.org/movie/2759,https://image.tmdb.org/t/p/original/pmHRJPlAEiYATBIgKAa0IyY6Or7.jpg
341,FALSE,0,"Drama, Music",12635,tt0106339,Backbeat,"Chronicles the early days of The Beatles in Hamburg, Germany. The film focuses primarily on the relationship between Stuart Sutcliffe (played by Stephen Dorff) and John Lennon (played by Ian Hart), and also with Sutcliffe's German girlfriend Astrid Kirchherr (played by Sheryl Lee).",/zPhcqjKLThhzRPDoMEzVdjh431i.jpg,0,Backbeat,6.2,37,https://www.imdb.com/title/tt0106339/,https://www.themoviedb.org/movie/12635,https://image.tmdb.org/t/p/original/zPhcqjKLThhzRPDoMEzVdjh431i.jpg
342,FALSE,5000000,"Thriller, Drama, Romance",10497,tt0104779,Bitter Moon,"An embittered husband, paralyzed and in a wheelchair, buttonholes a complete stranger and begins to tell him the story of his marriage. The stranger would like to escape, but cannot. For one thing he grows fascinated by the story. For another he is mesmerized by the man's wife, who has perfected that trick of looking a man boldly in the eye until, by looking away, he concedes sexual supremacy.",/sUiqWj0k5oPcThd1WaXvt9Vymzr.jpg,1862805,Bitter Moon,7,115,https://www.imdb.com/title/tt0104779/,https://www.themoviedb.org/movie/10497,https://image.tmdb.org/t/p/original/sUiqWj0k5oPcThd1WaXvt9Vymzr.jpg
343,FALSE,0,"Action, Comedy, Thriller",11382,tt0109348,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",/tfplmiNdTDHHbZZ8AGmXBiB1xJj.jpg,0,Bullets Over Broadway,7,130,https://www.imdb.com/title/tt0109348/,https://www.themoviedb.org/movie/11382,https://image.tmdb.org/t/p/original/tfplmiNdTDHHbZZ8AGmXBiB1xJj.jpg
344,FALSE,62000000,"Action, Drama, Thriller",9331,tt0109444,Clear and Present Danger,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,/avRDucB3FLf1Xz5532hbOYd1giX.jpg,215887717,Clear and Present Danger,6.4,390,https://www.imdb.com/title/tt0109444/,https://www.themoviedb.org/movie/9331,https://image.tmdb.org/t/p/original/avRDucB3FLf1Xz5532hbOYd1giX.jpg
345,FALSE,45000000,"Drama, Thriller, Crime, Mystery",10731,tt0109446,The Client,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",/bCWpxGGcP9DsCLwfNpnfcl1vLk8.jpg,117615211,The Client,6.4,287,https://www.imdb.com/title/tt0109446/,https://www.themoviedb.org/movie/10731,https://image.tmdb.org/t/p/original/bCWpxGGcP9DsCLwfNpnfcl1vLk8.jpg
346,FALSE,0,"Comedy, Drama, Family, Romance",10464,tt0109484,"Corrina, Corrina","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople.",/lUmJNC3RAW0OxAtDP8CDEld9pFq.jpg,0,"Corrina, Corrina",6.4,83,https://www.imdb.com/title/tt0109484/,https://www.themoviedb.org/movie/10464,https://image.tmdb.org/t/p/original/lUmJNC3RAW0OxAtDP8CDEld9pFq.jpg
347,FALSE,0,"Comedy, Drama",34152,tt0109504,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,0,Crooklyn,6.7,31,https://www.imdb.com/title/tt0109504/,https://www.themoviedb.org/movie/34152,https://image.tmdb.org/t/p/original/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg
348,FALSE,15000000,"Fantasy, Action, Thriller",9495,tt0109506,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg,94000000,The Crow,7.3,980,https://www.imdb.com/title/tt0109506/,https://www.themoviedb.org/movie/9495,https://image.tmdb.org/t/p/original/vrQZSCP3WeYXCTXdJQ6mXgxb9L4.jpg
349,FALSE,0,Drama,29973,tt0109450,Cobb,"Al Stump is a famous sports-writer chosen by Ty Cobb to co-write his official, authorized 'autobiography' before his death. Cobb, widely feared and despised, feels misunderstood and wants to set the record straight about 'the greatest ball-player ever,' in his words.",/k6FYPlBJbH6e7UrDQ9B6LTNDSkD.jpg,1007583,Cobb,6.1,29,https://www.imdb.com/title/tt0109450/,https://www.themoviedb.org/movie/29973,https://image.tmdb.org/t/p/original/k6FYPlBJbH6e7UrDQ9B6LTNDSkD.jpg
350,FALSE,46000000,"Fantasy, Comedy, Family",888,tt0109813,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg,341631208,The Flintstones,5,559,https://www.imdb.com/title/tt0109813/,https://www.themoviedb.org/movie/888,https://image.tmdb.org/t/p/original/dnYXJZgstixBsOjF4JJrPCDRd2n.jpg
351,FALSE,55000000,"Comedy, Drama, Romance",13,tt0109830,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.",/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg,677945399,Forrest Gump,8.2,8147,https://www.imdb.com/title/tt0109830/,https://www.themoviedb.org/movie/13,https://image.tmdb.org/t/p/original/yE5d3BUhE8hCnkMUJOo1QDoOGNz.jpg
352,FALSE,6000000,"Comedy, Drama, Romance",712,tt0109831,Four Weddings and a Funeral,Four Weddings And A Funeral is a British comedy about a British Man named Charles and an American Woman named Carrie who go through numerous weddings before they determine if they are right for one another.,/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg,254700832,Four Weddings and a Funeral,6.6,654,https://www.imdb.com/title/tt0109831/,https://www.themoviedb.org/movie/712,https://image.tmdb.org/t/p/original/md9kMKnLG8LG4pMDM98gy5x4K5L.jpg
353,FALSE,0,"Romance, Drama, Crime",16295,tt0113305,Higher Learning,"Malik (Omar Epps) is an African-American student attending on a track scholarship; academics are not his strong suit, and he goes in thinking that his athletic abilities will earn him a free ride through college. Fudge (Ice Cube), a ""professional student"" who has been at Columbus for six years so far, becomes friendly with Malik and challenges his views about race and politics in America.",/cLeOjovcDq9kULToHuoXa1xmvET.jpg,38290723,Higher Learning,6.4,49,https://www.imdb.com/title/tt0113305/,https://www.themoviedb.org/movie/16295,https://image.tmdb.org/t/p/original/cLeOjovcDq9kULToHuoXa1xmvET.jpg
354,FALSE,0,"Comedy, Drama, Romance",48992,tt0110091,I Like It Like That,"Lisette and husband Chino face marital difficulties. She is fed up with the kids, while he has job troubles. His mother Rosaria hates Lisette and the neighborhood tramp has designs on Chino. Things get even worse when Chino goes to jail and Lisette gets a good job uptown. Can this marriage be saved?",/5KYvQJGgrvceGhsRe8ydSpU7A8a.jpg,1777020,I Like It Like That,6.3,4,https://www.imdb.com/title/tt0110091/,https://www.themoviedb.org/movie/48992,https://image.tmdb.org/t/p/original/5KYvQJGgrvceGhsRe8ydSpU7A8a.jpg
355,FALSE,45000000,"Action, Comedy, Romance",10879,tt0110093,I Love Trouble,"Rival Chicago reporters Sabrina Peterson (Roberts) and Peter Brackett (Nolte) reluctantly join forces to uncover a train wreck conspiracy and bite off more than they can chew while pursuing the story and bickering along the way - and falling in love, despite the fact that he's many years older than she.Sabrina is an ambitious, gifted reporter willing to do whatever it takes to learn the truth about the train accident, which leads her into conflict, then reluctant partnership, with fading star newsman Peter who works for a rival paper. He is her polar opposite: he chases women, smokes cigars, and has just published his first novel. During their pursuit of the story, Peter and Sabrina clash over virtually everything - he also subjects Sabrina to indecent exposure in front of a group of boy scouts after he catches her skinny dipping.",/kOiWROfIm3Drk4EHr4XdNKNk5oZ.jpg,61947267,I Love Trouble,5.3,41,https://www.imdb.com/title/tt0110093/,https://www.themoviedb.org/movie/10879,https://image.tmdb.org/t/p/original/kOiWROfIm3Drk4EHr4XdNKNk5oZ.jpg
356,FALSE,0,"Comedy, Drama, Romance",10660,tt0110167,It Could Happen to You,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",/4SSjiAa592zTqko7hHdKcj5d5cS.jpg,0,It Could Happen to You,6.1,154,https://www.imdb.com/title/tt0110167/,https://www.themoviedb.org/movie/10660,https://image.tmdb.org/t/p/original/4SSjiAa592zTqko7hHdKcj5d5cS.jpg
357,FALSE,0,"Adventure, Drama, Family",10714,tt0110213,The Jungle Book,"Raised by wild animals since childhood, Mowgli is drawn away from the jungle by the beautiful Kitty. But Mowgli must eventually face corrupt Capt. Boone, who wants both Kitty's hand and the treasures of Monkey City – a place only Mowgli can find.",/6BhybPISxk116taUo9J76tVo1hs.jpg,0,The Jungle Book,5.9,107,https://www.imdb.com/title/tt0110213/,https://www.themoviedb.org/movie/10714,https://image.tmdb.org/t/p/original/6BhybPISxk116taUo9J76tVo1hs.jpg
358,FALSE,0,"Documentary, Foreign",41647,tt0107472,Die Macht der Bilder: Leni Riefenstahl,"This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",/lTiL9emewC7DLS9A9O5aZf7Ywum.jpg,449707,"The Wonderful, Horrible Life of Leni Riefenstahl",7.3,5,https://www.imdb.com/title/tt0107472/,https://www.themoviedb.org/movie/41647,https://image.tmdb.org/t/p/original/lTiL9emewC7DLS9A9O5aZf7Ywum.jpg
359,FALSE,45000000,"Family, Animation, Drama",8587,tt0110357,The Lion King,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg,788241776,The Lion King,8,5520,https://www.imdb.com/title/tt0110357/,https://www.themoviedb.org/movie/8587,https://image.tmdb.org/t/p/original/bKPtXn9n4M4s8vvZrbw40mYsefB.jpg
360,FALSE,35000000,"Drama, History",1689,tt0107426,Little Buddha,Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.,/lXbIlZEisZs2V44YGA6yr4PBHZs.jpg,4858139,Little Buddha,6,76,https://www.imdb.com/title/tt0107426/,https://www.themoviedb.org/movie/1689,https://image.tmdb.org/t/p/original/lXbIlZEisZs2V44YGA6yr4PBHZs.jpg
361,FALSE,14000000,"Horror, Thriller, Mystery, Fantasy",11596,tt0111686,New Nightmare,"Freddy's back … and he's badder than ever! Nancy, the historical nemesis of the man with the satanic snarl and pitchfork fingers, discovers that a new monstrous demon has taken on Freddy's persona. Can Nancy stop this new threat in time to save her son?",/oLEZibnraixTE68rTaYv4FEmvYd.jpg,18090181,New Nightmare,6.4,297,https://www.imdb.com/title/tt0111686/,https://www.themoviedb.org/movie/11596,https://image.tmdb.org/t/p/original/oLEZibnraixTE68rTaYv4FEmvYd.jpg
362,FALSE,23000000,"Romance, Comedy, Crime, Fantasy",854,tt0110475,The Mask,"When timid bank clerk Stanley Ipkiss discovers a magical mask containing the spirit of the Norse god Loki, his entire life changes. While wearing the mask, Ipkiss becomes a supernatural playboy exuding charm and confidence which allows him to catch the eye of local nightclub singer Tina Carlyle. Unfortunately, under the mask's influence, Ipkiss also robs a bank, which angers junior crime lord Dorian Tyrell, whose goons get blamed for the heist.",/v8x8p441l1Bep8p82pAG6rduBoK.jpg,351583407,The Mask,6.6,2550,https://www.imdb.com/title/tt0110475/,https://www.themoviedb.org/movie/854,https://image.tmdb.org/t/p/original/v8x8p441l1Bep8p82pAG6rduBoK.jpg
